Category1,Category2,Jaccard
Innovating.Safety_and_Reliability,Operationalizing.Airline_Operations_and_Fleet_Management,0.2923076923076923
Innovating.Safety_and_Reliability,Operationalizing.Business_Model_Evolution,0.21676300578034682
Innovating.Safety_and_Reliability,Operationalizing.Economic_Viability,0.2638888888888889
Innovating.Safety_and_Reliability,Operationalizing.Fuel_Efficiency_and_Optimization,0.32821497120921306
Innovating.Safety_and_Reliability,Prognosticating.Equity_and_Inclusivity,0.22695035460992907
Innovating.Safety_and_Reliability,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.26436781609195403
Innovating.Safety_and_Reliability,Prognosticating.Incentives_and_Penalties,0.2169576059850374
Innovating.Safety_and_Reliability,Prognosticating.Policies_Regulations_and_Standards,0.2854122621564482
Innovating.Safety_and_Reliability,Synchronizing.Consumer_Trust_and_Engagement,0.24688279301745636
Innovating.Safety_and_Reliability,Synchronizing.Cost_Implications_and_Market_Demand,0.24941176470588236
Innovating.Safety_and_Reliability,Synchronizing.Investment_Funding_for_Innovation,0.21714285714285714
Innovating.Safety_and_Reliability,Synchronizing.Safety_and_Reliability_Perception,0.24054982817869416
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Innovating.Aircraft_and_Component_Manufacturing,0.5518796992481203
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Innovating.Infrastructure_Readiness,0.39556962025316456
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Innovating.Safety_and_Reliability,0.30864197530864196
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Operationalizing.Airline_Operations_and_Fleet_Management,0.30970724191063176
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Operationalizing.Business_Model_Evolution,0.22916666666666666
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Operationalizing.Economic_Viability,0.3597560975609756
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Operationalizing.Fuel_Efficiency_and_Optimization,0.5446428571428571
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Prognosticating.Equity_and_Inclusivity,0.33900928792569657
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.39781591263650545
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Prognosticating.Incentives_and_Penalties,0.3072100313479624
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Prognosticating.Policies_Regulations_and_Standards,0.4175334323922734
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Synchronizing.Consumer_Trust_and_Engagement,0.3116279069767442
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Synchronizing.Cost_Implications_and_Market_Demand,0.36180124223602483
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Synchronizing.Investment_Funding_for_Innovation,0.23322683706070288
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Synchronizing.Safety_and_Reliability_Perception,0.1348314606741573
Operationalizing.Airline_Operations_and_Fleet_Management,Innovating.Aircraft_and_Component_Manufacturing,0.34375
Operationalizing.Airline_Operations_and_Fleet_Management,Innovating.Infrastructure_Readiness,0.2840095465393795
Operationalizing.Airline_Operations_and_Fleet_Management,Innovating.Safety_and_Reliability,0.2923076923076923
Operationalizing.Airline_Operations_and_Fleet_Management,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.30970724191063176
Operationalizing.Airline_Operations_and_Fleet_Management,Operationalizing.Business_Model_Evolution,0.25892857142857145
Operationalizing.Airline_Operations_and_Fleet_Management,Operationalizing.Economic_Viability,0.3333333333333333
Operationalizing.Airline_Operations_and_Fleet_Management,Operationalizing.Fuel_Efficiency_and_Optimization,0.3852295409181637
Operationalizing.Airline_Operations_and_Fleet_Management,Prognosticating.Equity_and_Inclusivity,0.26150121065375304
Operationalizing.Airline_Operations_and_Fleet_Management,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.2867132867132867
Operationalizing.Airline_Operations_and_Fleet_Management,Prognosticating.Incentives_and_Penalties,0.3172043010752688
Operationalizing.Airline_Operations_and_Fleet_Management,Prognosticating.Policies_Regulations_and_Standards,0.34065934065934067
Operationalizing.Airline_Operations_and_Fleet_Management,Synchronizing.Consumer_Trust_and_Engagement,0.33866666666666667
Operationalizing.Airline_Operations_and_Fleet_Management,Synchronizing.Cost_Implications_and_Market_Demand,0.3391959798994975
Operationalizing.Airline_Operations_and_Fleet_Management,Synchronizing.Investment_Funding_for_Innovation,0.22285714285714286
Operationalizing.Airline_Operations_and_Fleet_Management,Synchronizing.Safety_and_Reliability_Perception,0.2059800664451827
Operationalizing.Business_Model_Evolution,Innovating.Aircraft_and_Component_Manufacturing,0.21730382293762576
Operationalizing.Business_Model_Evolution,Innovating.Infrastructure_Readiness,0.24316939890710382
Operationalizing.Business_Model_Evolution,Innovating.Safety_and_Reliability,0.21676300578034682
Operationalizing.Business_Model_Evolution,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.22916666666666666
Operationalizing.Business_Model_Evolution,Operationalizing.Airline_Operations_and_Fleet_Management,0.25892857142857145
Operationalizing.Business_Model_Evolution,Operationalizing.Economic_Viability,0.3061797752808989
Operationalizing.Business_Model_Evolution,Operationalizing.Fuel_Efficiency_and_Optimization,0.21956087824351297
Operationalizing.Business_Model_Evolution,Prognosticating.Equity_and_Inclusivity,0.2920353982300885
Operationalizing.Business_Model_Evolution,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.28493150684931506
Operationalizing.Business_Model_Evolution,Prognosticating.Incentives_and_Penalties,0.24464831804281345
Operationalizing.Business_Model_Evolution,Prognosticating.Policies_Regulations_and_Standards,0.26987951807228916
Operationalizing.Business_Model_Evolution,Synchronizing.Consumer_Trust_and_Engagement,0.34726688102893893
Operationalizing.Business_Model_Evolution,Synchronizing.Cost_Implications_and_Market_Demand,0.2640449438202247
Operationalizing.Business_Model_Evolution,Synchronizing.Investment_Funding_for_Innovation,0.3218390804597701
Operationalizing.Business_Model_Evolution,Synchronizing.Safety_and_Reliability_Perception,0.22270742358078602
Operationalizing.Economic_Viability,Innovating.Aircraft_and_Component_Manufacturing,0.37735849056603776
Operationalizing.Economic_Viability,Innovating.Infrastructure_Readiness,0.32723112128146453
Operationalizing.Economic_Viability,Innovating.Safety_and_Reliability,0.2638888888888889
Operationalizing.Economic_Viability,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.3597560975609756
Operationalizing.Economic_Viability,Operationalizing.Airline_Operations_and_Fleet_Management,0.3333333333333333
Operationalizing.Economic_Viability,Operationalizing.Business_Model_Evolution,0.3061797752808989
Operationalizing.Economic_Viability,Operationalizing.Fuel_Efficiency_and_Optimization,0.3406193078324226
Operationalizing.Economic_Viability,Prognosticating.Equity_and_Inclusivity,0.3566265060240964
Operationalizing.Economic_Viability,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.40425531914893614
Operationalizing.Economic_Viability,Prognosticating.Incentives_and_Penalties,0.41114058355437666
Operationalizing.Economic_Viability,Prognosticating.Policies_Regulations_and_Standards,0.4021505376344086
Operationalizing.Economic_Viability,Synchronizing.Consumer_Trust_and_Engagement,0.39487179487179486
Operationalizing.Economic_Viability,Synchronizing.Cost_Implications_and_Market_Demand,0.41975308641975306
Operationalizing.Economic_Viability,Synchronizing.Investment_Funding_for_Innovation,0.30919220055710306
Operationalizing.Economic_Viability,Synchronizing.Safety_and_Reliability_Perception,0.19469026548672566
Operationalizing.Fuel_Efficiency_and_Optimization,Innovating.Aircraft_and_Component_Manufacturing,0.5477031802120141
Operationalizing.Fuel_Efficiency_and_Optimization,Innovating.Infrastructure_Readiness,0.3776091081593928
Operationalizing.Fuel_Efficiency_and_Optimization,Innovating.Safety_and_Reliability,0.32821497120921306
Operationalizing.Fuel_Efficiency_and_Optimization,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.5446428571428571
Operationalizing.Fuel_Efficiency_and_Optimization,Operationalizing.Airline_Operations_and_Fleet_Management,0.3852295409181637
Operationalizing.Fuel_Efficiency_and_Optimization,Operationalizing.Business_Model_Evolution,0.21956087824351297
Operationalizing.Fuel_Efficiency_and_Optimization,Operationalizing.Economic_Viability,0.3406193078324226
Operationalizing.Fuel_Efficiency_and_Optimization,Prognosticating.Equity_and_Inclusivity,0.2961608775137112
Operationalizing.Fuel_Efficiency_and_Optimization,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.38317757009345793
Operationalizing.Fuel_Efficiency_and_Optimization,Prognosticating.Incentives_and_Penalties,0.2889733840304182
Operationalizing.Fuel_Efficiency_and_Optimization,Prognosticating.Policies_Regulations_and_Standards,0.4562043795620438
Operationalizing.Fuel_Efficiency_and_Optimization,Synchronizing.Consumer_Trust_and_Engagement,0.30434782608695654
Operationalizing.Fuel_Efficiency_and_Optimization,Synchronizing.Cost_Implications_and_Market_Demand,0.33766233766233766
Operationalizing.Fuel_Efficiency_and_Optimization,Synchronizing.Investment_Funding_for_Innovation,0.2222222222222222
Operationalizing.Fuel_Efficiency_and_Optimization,Synchronizing.Safety_and_Reliability_Perception,0.15513626834381553
Prognosticating.Equity_and_Inclusivity,Innovating.Aircraft_and_Component_Manufacturing,0.3042671614100185
Prognosticating.Equity_and_Inclusivity,Innovating.Infrastructure_Readiness,0.289044289044289
Prognosticating.Equity_and_Inclusivity,Innovating.Safety_and_Reliability,0.22695035460992907
Prognosticating.Equity_and_Inclusivity,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.33900928792569657
Prognosticating.Equity_and_Inclusivity,Operationalizing.Airline_Operations_and_Fleet_Management,0.26150121065375304
Prognosticating.Equity_and_Inclusivity,Operationalizing.Business_Model_Evolution,0.2920353982300885
Prognosticating.Equity_and_Inclusivity,Operationalizing.Economic_Viability,0.3566265060240964
Prognosticating.Equity_and_Inclusivity,Operationalizing.Fuel_Efficiency_and_Optimization,0.2961608775137112
Prognosticating.Equity_and_Inclusivity,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.3863080684596577
Prognosticating.Equity_and_Inclusivity,Prognosticating.Incentives_and_Penalties,0.39118457300275483
Prognosticating.Equity_and_Inclusivity,Prognosticating.Policies_Regulations_and_Standards,0.42045454545454547
Prognosticating.Equity_and_Inclusivity,Synchronizing.Consumer_Trust_and_Engagement,0.4361111111111111
Prognosticating.Equity_and_Inclusivity,Synchronizing.Cost_Implications_and_Market_Demand,0.33985330073349634
Prognosticating.Equity_and_Inclusivity,Synchronizing.Investment_Funding_for_Innovation,0.338368580060423
Prognosticating.Equity_and_Inclusivity,Synchronizing.Safety_and_Reliability_Perception,0.21153846153846154
Prognosticating.Global_Coordination_of_Standards_and_Practices,Innovating.Aircraft_and_Component_Manufacturing,0.3592592592592593
Prognosticating.Global_Coordination_of_Standards_and_Practices,Innovating.Infrastructure_Readiness,0.33638443935926776
Prognosticating.Global_Coordination_of_Standards_and_Practices,Innovating.Safety_and_Reliability,0.26436781609195403
Prognosticating.Global_Coordination_of_Standards_and_Practices,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.39781591263650545
Prognosticating.Global_Coordination_of_Standards_and_Practices,Operationalizing.Airline_Operations_and_Fleet_Management,0.2867132867132867
Prognosticating.Global_Coordination_of_Standards_and_Practices,Operationalizing.Business_Model_Evolution,0.28493150684931506
Prognosticating.Global_Coordination_of_Standards_and_Practices,Operationalizing.Economic_Viability,0.40425531914893614
Prognosticating.Global_Coordination_of_Standards_and_Practices,Operationalizing.Fuel_Efficiency_and_Optimization,0.38317757009345793
Prognosticating.Global_Coordination_of_Standards_and_Practices,Prognosticating.Equity_and_Inclusivity,0.3863080684596577
Prognosticating.Global_Coordination_of_Standards_and_Practices,Prognosticating.Incentives_and_Penalties,0.37789203084832906
Prognosticating.Global_Coordination_of_Standards_and_Practices,Prognosticating.Policies_Regulations_and_Standards,0.48081264108352145
Prognosticating.Global_Coordination_of_Standards_and_Practices,Synchronizing.Consumer_Trust_and_Engagement,0.380352644836272
Prognosticating.Global_Coordination_of_Standards_and_Practices,Synchronizing.Cost_Implications_and_Market_Demand,0.39518072289156625
Prognosticating.Global_Coordination_of_Standards_and_Practices,Synchronizing.Investment_Funding_for_Innovation,0.31301939058171746
Prognosticating.Global_Coordination_of_Standards_and_Practices,Synchronizing.Safety_and_Reliability_Perception,0.21364985163204747
Prognosticating.Incentives_and_Penalties,Innovating.Aircraft_and_Component_Manufacturing,0.2947976878612717
Prognosticating.Incentives_and_Penalties,Innovating.Infrastructure_Readiness,0.2857142857142857
Prognosticating.Incentives_and_Penalties,Innovating.Safety_and_Reliability,0.2169576059850374
Prognosticating.Incentives_and_Penalties,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.3072100313479624
Prognosticating.Incentives_and_Penalties,Operationalizing.Airline_Operations_and_Fleet_Management,0.3172043010752688
Prognosticating.Incentives_and_Penalties,Operationalizing.Business_Model_Evolution,0.24464831804281345
Prognosticating.Incentives_and_Penalties,Operationalizing.Economic_Viability,0.41114058355437666
Prognosticating.Incentives_and_Penalties,Operationalizing.Fuel_Efficiency_and_Optimization,0.2889733840304182
Prognosticating.Incentives_and_Penalties,Prognosticating.Equity_and_Inclusivity,0.39118457300275483
Prognosticating.Incentives_and_Penalties,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.37789203084832906
Prognosticating.Incentives_and_Penalties,Prognosticating.Policies_Regulations_and_Standards,0.44525547445255476
Prognosticating.Incentives_and_Penalties,Synchronizing.Consumer_Trust_and_Engagement,0.37677053824362605
Prognosticating.Incentives_and_Penalties,Synchronizing.Cost_Implications_and_Market_Demand,0.34986945169712796
Prognosticating.Incentives_and_Penalties,Synchronizing.Investment_Funding_for_Innovation,0.3037974683544304
Prognosticating.Incentives_and_Penalties,Synchronizing.Safety_and_Reliability_Perception,0.17229729729729729
Prognosticating.Policies_Regulations_and_Standards,Innovating.Aircraft_and_Component_Manufacturing,0.3968253968253968
Prognosticating.Policies_Regulations_and_Standards,Innovating.Infrastructure_Readiness,0.3659574468085106
Prognosticating.Policies_Regulations_and_Standards,Innovating.Safety_and_Reliability,0.2854122621564482
Prognosticating.Policies_Regulations_and_Standards,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.4175334323922734
Prognosticating.Policies_Regulations_and_Standards,Operationalizing.Airline_Operations_and_Fleet_Management,0.34065934065934067
Prognosticating.Policies_Regulations_and_Standards,Operationalizing.Business_Model_Evolution,0.26987951807228916
Prognosticating.Policies_Regulations_and_Standards,Operationalizing.Economic_Viability,0.4021505376344086
Prognosticating.Policies_Regulations_and_Standards,Operationalizing.Fuel_Efficiency_and_Optimization,0.4562043795620438
Prognosticating.Policies_Regulations_and_Standards,Prognosticating.Equity_and_Inclusivity,0.42045454545454547
Prognosticating.Policies_Regulations_and_Standards,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.48081264108352145
Prognosticating.Policies_Regulations_and_Standards,Prognosticating.Incentives_and_Penalties,0.44525547445255476
Prognosticating.Policies_Regulations_and_Standards,Synchronizing.Consumer_Trust_and_Engagement,0.4060324825986079
Prognosticating.Policies_Regulations_and_Standards,Synchronizing.Cost_Implications_and_Market_Demand,0.3611111111111111
Prognosticating.Policies_Regulations_and_Standards,Synchronizing.Investment_Funding_for_Innovation,0.3071253071253071
Prognosticating.Policies_Regulations_and_Standards,Synchronizing.Safety_and_Reliability_Perception,0.18227848101265823
Synchronizing.Consumer_Trust_and_Engagement,Innovating.Aircraft_and_Component_Manufacturing,0.3028571428571429
Synchronizing.Consumer_Trust_and_Engagement,Innovating.Infrastructure_Readiness,0.26540284360189575
Synchronizing.Consumer_Trust_and_Engagement,Innovating.Safety_and_Reliability,0.24688279301745636
Synchronizing.Consumer_Trust_and_Engagement,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.3116279069767442
Synchronizing.Consumer_Trust_and_Engagement,Operationalizing.Airline_Operations_and_Fleet_Management,0.33866666666666667
Synchronizing.Consumer_Trust_and_Engagement,Operationalizing.Business_Model_Evolution,0.34726688102893893
Synchronizing.Consumer_Trust_and_Engagement,Operationalizing.Economic_Viability,0.39487179487179486
Synchronizing.Consumer_Trust_and_Engagement,Operationalizing.Fuel_Efficiency_and_Optimization,0.30434782608695654
Synchronizing.Consumer_Trust_and_Engagement,Prognosticating.Equity_and_Inclusivity,0.4361111111111111
Synchronizing.Consumer_Trust_and_Engagement,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.380352644836272
Synchronizing.Consumer_Trust_and_Engagement,Prognosticating.Incentives_and_Penalties,0.37677053824362605
Synchronizing.Consumer_Trust_and_Engagement,Prognosticating.Policies_Regulations_and_Standards,0.4060324825986079
Synchronizing.Consumer_Trust_and_Engagement,Synchronizing.Cost_Implications_and_Market_Demand,0.3776041666666667
Synchronizing.Consumer_Trust_and_Engagement,Synchronizing.Investment_Funding_for_Innovation,0.34177215189873417
Synchronizing.Consumer_Trust_and_Engagement,Synchronizing.Safety_and_Reliability_Perception,0.2640845070422535
Synchronizing.Cost_Implications_and_Market_Demand,Innovating.Aircraft_and_Component_Manufacturing,0.3516068052930057
Synchronizing.Cost_Implications_and_Market_Demand,Innovating.Infrastructure_Readiness,0.3109048723897912
Synchronizing.Cost_Implications_and_Market_Demand,Innovating.Safety_and_Reliability,0.24941176470588236
Synchronizing.Cost_Implications_and_Market_Demand,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.36180124223602483
Synchronizing.Cost_Implications_and_Market_Demand,Operationalizing.Airline_Operations_and_Fleet_Management,0.3391959798994975
Synchronizing.Cost_Implications_and_Market_Demand,Operationalizing.Business_Model_Evolution,0.2640449438202247
Synchronizing.Cost_Implications_and_Market_Demand,Operationalizing.Economic_Viability,0.41975308641975306
Synchronizing.Cost_Implications_and_Market_Demand,Operationalizing.Fuel_Efficiency_and_Optimization,0.33766233766233766
Synchronizing.Cost_Implications_and_Market_Demand,Prognosticating.Equity_and_Inclusivity,0.33985330073349634
Synchronizing.Cost_Implications_and_Market_Demand,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.39518072289156625
Synchronizing.Cost_Implications_and_Market_Demand,Prognosticating.Incentives_and_Penalties,0.34986945169712796
Synchronizing.Cost_Implications_and_Market_Demand,Prognosticating.Policies_Regulations_and_Standards,0.3611111111111111
Synchronizing.Cost_Implications_and_Market_Demand,Synchronizing.Consumer_Trust_and_Engagement,0.3776041666666667
Synchronizing.Cost_Implications_and_Market_Demand,Synchronizing.Investment_Funding_for_Innovation,0.27808988764044945
Synchronizing.Cost_Implications_and_Market_Demand,Synchronizing.Safety_and_Reliability_Perception,0.2111801242236025
Synchronizing.Investment_Funding_for_Innovation,Innovating.Aircraft_and_Component_Manufacturing,0.22244488977955912
Synchronizing.Investment_Funding_for_Innovation,Innovating.Infrastructure_Readiness,0.26373626373626374
Synchronizing.Investment_Funding_for_Innovation,Innovating.Safety_and_Reliability,0.21714285714285714
Synchronizing.Investment_Funding_for_Innovation,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.23322683706070288
Synchronizing.Investment_Funding_for_Innovation,Operationalizing.Airline_Operations_and_Fleet_Management,0.22285714285714286
Synchronizing.Investment_Funding_for_Innovation,Operationalizing.Business_Model_Evolution,0.3218390804597701
Synchronizing.Investment_Funding_for_Innovation,Operationalizing.Economic_Viability,0.30919220055710306
Synchronizing.Investment_Funding_for_Innovation,Operationalizing.Fuel_Efficiency_and_Optimization,0.2222222222222222
Synchronizing.Investment_Funding_for_Innovation,Prognosticating.Equity_and_Inclusivity,0.338368580060423
Synchronizing.Investment_Funding_for_Innovation,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.31301939058171746
Synchronizing.Investment_Funding_for_Innovation,Prognosticating.Incentives_and_Penalties,0.3037974683544304
Synchronizing.Investment_Funding_for_Innovation,Prognosticating.Policies_Regulations_and_Standards,0.3071253071253071
Synchronizing.Investment_Funding_for_Innovation,Synchronizing.Consumer_Trust_and_Engagement,0.34177215189873417
Synchronizing.Investment_Funding_for_Innovation,Synchronizing.Cost_Implications_and_Market_Demand,0.27808988764044945
Synchronizing.Investment_Funding_for_Innovation,Synchronizing.Safety_and_Reliability_Perception,0.20253164556962025
Synchronizing.Safety_and_Reliability_Perception,Innovating.Aircraft_and_Component_Manufacturing,0.1595744680851064
Synchronizing.Safety_and_Reliability_Perception,Innovating.Infrastructure_Readiness,0.16519174041297935
Synchronizing.Safety_and_Reliability_Perception,Innovating.Safety_and_Reliability,0.24054982817869416
Synchronizing.Safety_and_Reliability_Perception,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.1348314606741573
Synchronizing.Safety_and_Reliability_Perception,Operationalizing.Airline_Operations_and_Fleet_Management,0.2059800664451827
Synchronizing.Safety_and_Reliability_Perception,Operationalizing.Business_Model_Evolution,0.22270742358078602
Synchronizing.Safety_and_Reliability_Perception,Operationalizing.Economic_Viability,0.19469026548672566
Synchronizing.Safety_and_Reliability_Perception,Operationalizing.Fuel_Efficiency_and_Optimization,0.15513626834381553
Synchronizing.Safety_and_Reliability_Perception,Prognosticating.Equity_and_Inclusivity,0.21153846153846154
Synchronizing.Safety_and_Reliability_Perception,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.21364985163204747
Synchronizing.Safety_and_Reliability_Perception,Prognosticating.Incentives_and_Penalties,0.17229729729729729
Synchronizing.Safety_and_Reliability_Perception,Prognosticating.Policies_Regulations_and_Standards,0.18227848101265823
Synchronizing.Safety_and_Reliability_Perception,Synchronizing.Consumer_Trust_and_Engagement,0.2640845070422535
Synchronizing.Safety_and_Reliability_Perception,Synchronizing.Cost_Implications_and_Market_Demand,0.2111801242236025
Synchronizing.Safety_and_Reliability_Perception,Synchronizing.Investment_Funding_for_Innovation,0.20253164556962025
