Category1,Category2,Jaccard
Electrification_of_Aviation.Electrification_of_Aviation,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.407514450867052
Electrification_of_Aviation.Electrification_of_Aviation,Prognosticating.Incentives_and_Penalties,0.272992700729927
Electrification_of_Aviation.Electrification_of_Aviation,Prognosticating.Policies_Regulations_and_Standards,0.46464646464646464
Electrification_of_Aviation.Electrification_of_Aviation,Sustainable_Aviation_Fuels.Sustainable_Aviation_Fuels,0.757201646090535
Electrification_of_Aviation.Electrification_of_Aviation,Synchronizing.Consumer_Trust_and_Engagement,0.3352601156069364
Electrification_of_Aviation.Electrification_of_Aviation,Synchronizing.Cost_Implications_and_Market_Demand,0.3285917496443812
Electrification_of_Aviation.Electrification_of_Aviation,Synchronizing.Investment_Funding_for_Innovation,0.23367198838896952
Electrification_of_Aviation.Electrification_of_Aviation,Synchronizing.Safety_and_Reliability_Perception,0.11988304093567251
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Advanced_Air_Mobility.Advanced_Air_Mobility,0.6161616161616161
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Aircraft_Efficiency_and_Fleet_Optimization.Aircraft_Efficiency_and_Fleet_Optimization,0.6298003072196621
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Electrification_of_Aviation.Electrification_of_Aviation,0.7324929971988795
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Innovating.Aircraft_and_Component_Manufacturing,0.5194805194805194
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Innovating.Infrastructure_Readiness,0.34179357021996615
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Innovating.Safety_and_Reliability,0.26610169491525426
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.48392554991539766
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Operationalizing.Airline_Operations_and_Fleet_Management,0.1737649063032368
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Operationalizing.Business_Model_Evolution,0.22613065326633167
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Operationalizing.Economic_Viability,0.3841166936790924
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Operationalizing.Fuel_Efficiency_and_Optimization,0.4683954619124797
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Prognosticating.Equity_and_Inclusivity,0.328
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.4207920792079208
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Prognosticating.Incentives_and_Penalties,0.2671118530884808
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Prognosticating.Policies_Regulations_and_Standards,0.45016077170418006
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Sustainable_Aviation_Fuels.Sustainable_Aviation_Fuels,0.666191155492154
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Synchronizing.Consumer_Trust_and_Engagement,0.32516339869281047
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Synchronizing.Cost_Implications_and_Market_Demand,0.33713355048859933
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Synchronizing.Investment_Funding_for_Innovation,0.23244147157190637
Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,Synchronizing.Safety_and_Reliability_Perception,0.1317157712305026
Innovating.Aircraft_and_Component_Manufacturing,Advanced_Air_Mobility.Advanced_Air_Mobility,0.4864433811802233
Innovating.Aircraft_and_Component_Manufacturing,Aircraft_Efficiency_and_Fleet_Optimization.Aircraft_Efficiency_and_Fleet_Optimization,0.515625
Innovating.Aircraft_and_Component_Manufacturing,Electrification_of_Aviation.Electrification_of_Aviation,0.5137085137085137
Innovating.Aircraft_and_Component_Manufacturing,Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,0.5194805194805194
Innovating.Aircraft_and_Component_Manufacturing,Innovating.Infrastructure_Readiness,0.30952380952380953
Innovating.Aircraft_and_Component_Manufacturing,Innovating.Safety_and_Reliability,0.29698375870069604
Innovating.Aircraft_and_Component_Manufacturing,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.42355371900826444
Innovating.Aircraft_and_Component_Manufacturing,Operationalizing.Airline_Operations_and_Fleet_Management,0.21307506053268765
Innovating.Aircraft_and_Component_Manufacturing,Operationalizing.Business_Model_Evolution,0.22522522522522523
Innovating.Aircraft_and_Component_Manufacturing,Operationalizing.Economic_Viability,0.3760330578512397
Innovating.Aircraft_and_Component_Manufacturing,Operationalizing.Fuel_Efficiency_and_Optimization,0.4623217922606925
Innovating.Aircraft_and_Component_Manufacturing,Prognosticating.Equity_and_Inclusivity,0.3048780487804878
Innovating.Aircraft_and_Component_Manufacturing,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.3678861788617886
Innovating.Aircraft_and_Component_Manufacturing,Prognosticating.Incentives_and_Penalties,0.26327433628318586
Innovating.Aircraft_and_Component_Manufacturing,Prognosticating.Policies_Regulations_and_Standards,0.38372093023255816
Innovating.Aircraft_and_Component_Manufacturing,Sustainable_Aviation_Fuels.Sustainable_Aviation_Fuels,0.5123456790123457
Innovating.Aircraft_and_Component_Manufacturing,Synchronizing.Consumer_Trust_and_Engagement,0.303347280334728
Innovating.Aircraft_and_Component_Manufacturing,Synchronizing.Cost_Implications_and_Market_Demand,0.32426778242677823
Innovating.Aircraft_and_Component_Manufacturing,Synchronizing.Investment_Funding_for_Innovation,0.23648648648648649
Innovating.Aircraft_and_Component_Manufacturing,Synchronizing.Safety_and_Reliability_Perception,0.13691931540342298
Innovating.Infrastructure_Readiness,Advanced_Air_Mobility.Advanced_Air_Mobility,0.3327702702702703
Innovating.Infrastructure_Readiness,Aircraft_Efficiency_and_Fleet_Optimization.Aircraft_Efficiency_and_Fleet_Optimization,0.30124777183600715
Innovating.Infrastructure_Readiness,Electrification_of_Aviation.Electrification_of_Aviation,0.3284457478005865
Innovating.Infrastructure_Readiness,Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,0.34179357021996615
Innovating.Infrastructure_Readiness,Innovating.Aircraft_and_Component_Manufacturing,0.30952380952380953
Innovating.Infrastructure_Readiness,Innovating.Safety_and_Reliability,0.2023121387283237
Innovating.Infrastructure_Readiness,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.3220338983050847
Innovating.Infrastructure_Readiness,Operationalizing.Airline_Operations_and_Fleet_Management,0.1737704918032787
Innovating.Infrastructure_Readiness,Operationalizing.Business_Model_Evolution,0.26498422712933756
Innovating.Infrastructure_Readiness,Operationalizing.Economic_Viability,0.3075
Innovating.Infrastructure_Readiness,Operationalizing.Fuel_Efficiency_and_Optimization,0.2777777777777778
Innovating.Infrastructure_Readiness,Prognosticating.Equity_and_Inclusivity,0.2927461139896373
Innovating.Infrastructure_Readiness,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.30864197530864196
Innovating.Infrastructure_Readiness,Prognosticating.Incentives_and_Penalties,0.25146198830409355
Innovating.Infrastructure_Readiness,Prognosticating.Policies_Regulations_and_Standards,0.3466981132075472
Innovating.Infrastructure_Readiness,Sustainable_Aviation_Fuels.Sustainable_Aviation_Fuels,0.32857142857142857
Innovating.Infrastructure_Readiness,Synchronizing.Consumer_Trust_and_Engagement,0.2698412698412698
Innovating.Infrastructure_Readiness,Synchronizing.Cost_Implications_and_Market_Demand,0.30319148936170215
Innovating.Infrastructure_Readiness,Synchronizing.Investment_Funding_for_Innovation,0.2608695652173913
Innovating.Infrastructure_Readiness,Synchronizing.Safety_and_Reliability_Perception,0.13780918727915195
Innovating.Safety_and_Reliability,Advanced_Air_Mobility.Advanced_Air_Mobility,0.2722602739726027
Innovating.Safety_and_Reliability,Aircraft_Efficiency_and_Fleet_Optimization.Aircraft_Efficiency_and_Fleet_Optimization,0.29300567107750475
Innovating.Safety_and_Reliability,Electrification_of_Aviation.Electrification_of_Aviation,0.2463768115942029
Innovating.Safety_and_Reliability,Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,0.26610169491525426
Innovating.Safety_and_Reliability,Innovating.Aircraft_and_Component_Manufacturing,0.29698375870069604
Innovating.Safety_and_Reliability,Innovating.Infrastructure_Readiness,0.2023121387283237
Innovating.Safety_and_Reliability,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.26903553299492383
Innovating.Safety_and_Reliability,Operationalizing.Airline_Operations_and_Fleet_Management,0.18181818181818182
Innovating.Safety_and_Reliability,Operationalizing.Business_Model_Evolution,0.18729096989966554
Innovating.Safety_and_Reliability,Operationalizing.Economic_Viability,0.21683673469387754
Innovating.Safety_and_Reliability,Operationalizing.Fuel_Efficiency_and_Optimization,0.24178403755868544
Innovating.Safety_and_Reliability,Prognosticating.Equity_and_Inclusivity,0.1889763779527559
Innovating.Safety_and_Reliability,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.23155216284987276
Innovating.Safety_and_Reliability,Prognosticating.Incentives_and_Penalties,0.14714714714714713
Innovating.Safety_and_Reliability,Prognosticating.Policies_Regulations_and_Standards,0.21809744779582366
Innovating.Safety_and_Reliability,Sustainable_Aviation_Fuels.Sustainable_Aviation_Fuels,0.21879815100154082
Innovating.Safety_and_Reliability,Synchronizing.Consumer_Trust_and_Engagement,0.21568627450980393
Innovating.Safety_and_Reliability,Synchronizing.Cost_Implications_and_Market_Demand,0.2032520325203252
Innovating.Safety_and_Reliability,Synchronizing.Investment_Funding_for_Innovation,0.18811881188118812
Innovating.Safety_and_Reliability,Synchronizing.Safety_and_Reliability_Perception,0.22666666666666666
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Advanced_Air_Mobility.Advanced_Air_Mobility,0.40353697749196143
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Aircraft_Efficiency_and_Fleet_Optimization.Aircraft_Efficiency_and_Fleet_Optimization,0.41074523396880414
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Electrification_of_Aviation.Electrification_of_Aviation,0.45374449339207046
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,0.48392554991539766
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Innovating.Aircraft_and_Component_Manufacturing,0.42355371900826444
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Innovating.Infrastructure_Readiness,0.3220338983050847
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Innovating.Safety_and_Reliability,0.26903553299492383
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Operationalizing.Airline_Operations_and_Fleet_Management,0.16010498687664043
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Operationalizing.Business_Model_Evolution,0.2004950495049505
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Operationalizing.Economic_Viability,0.2942430703624733
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Operationalizing.Fuel_Efficiency_and_Optimization,0.3700623700623701
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Prognosticating.Equity_and_Inclusivity,0.2404255319148936
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.30638297872340425
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Prognosticating.Incentives_and_Penalties,0.19626168224299065
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Prognosticating.Policies_Regulations_and_Standards,0.28431372549019607
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Sustainable_Aviation_Fuels.Sustainable_Aviation_Fuels,0.39545454545454545
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Synchronizing.Consumer_Trust_and_Engagement,0.2561247216035635
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Synchronizing.Cost_Implications_and_Market_Demand,0.2671081677704194
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Synchronizing.Investment_Funding_for_Innovation,0.20987654320987653
Innovating.Sustainable_Aviation_Fuels_and_Propulsion,Synchronizing.Safety_and_Reliability_Perception,0.1184573002754821
Operationalizing.Airline_Operations_and_Fleet_Management,Advanced_Air_Mobility.Advanced_Air_Mobility,0.19337979094076654
Operationalizing.Airline_Operations_and_Fleet_Management,Aircraft_Efficiency_and_Fleet_Optimization.Aircraft_Efficiency_and_Fleet_Optimization,0.21553398058252426
Operationalizing.Airline_Operations_and_Fleet_Management,Electrification_of_Aviation.Electrification_of_Aviation,0.16400580551523947
Operationalizing.Airline_Operations_and_Fleet_Management,Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,0.1737649063032368
Operationalizing.Airline_Operations_and_Fleet_Management,Innovating.Aircraft_and_Component_Manufacturing,0.21307506053268765
Operationalizing.Airline_Operations_and_Fleet_Management,Innovating.Infrastructure_Readiness,0.1737704918032787
Operationalizing.Airline_Operations_and_Fleet_Management,Innovating.Safety_and_Reliability,0.18181818181818182
Operationalizing.Airline_Operations_and_Fleet_Management,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.16010498687664043
Operationalizing.Airline_Operations_and_Fleet_Management,Operationalizing.Business_Model_Evolution,0.13358778625954199
Operationalizing.Airline_Operations_and_Fleet_Management,Operationalizing.Economic_Viability,0.20057306590257878
Operationalizing.Airline_Operations_and_Fleet_Management,Operationalizing.Fuel_Efficiency_and_Optimization,0.18045112781954886
Operationalizing.Airline_Operations_and_Fleet_Management,Prognosticating.Equity_and_Inclusivity,0.14825581395348839
Operationalizing.Airline_Operations_and_Fleet_Management,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.129973474801061
Operationalizing.Airline_Operations_and_Fleet_Management,Prognosticating.Incentives_and_Penalties,0.1781818181818182
Operationalizing.Airline_Operations_and_Fleet_Management,Prognosticating.Policies_Regulations_and_Standards,0.17336683417085427
Operationalizing.Airline_Operations_and_Fleet_Management,Sustainable_Aviation_Fuels.Sustainable_Aviation_Fuels,0.16534181240063592
Operationalizing.Airline_Operations_and_Fleet_Management,Synchronizing.Consumer_Trust_and_Engagement,0.1786833855799373
Operationalizing.Airline_Operations_and_Fleet_Management,Synchronizing.Cost_Implications_and_Market_Demand,0.20625
Operationalizing.Airline_Operations_and_Fleet_Management,Synchronizing.Investment_Funding_for_Innovation,0.11851851851851852
Operationalizing.Airline_Operations_and_Fleet_Management,Synchronizing.Safety_and_Reliability_Perception,0.11224489795918367
Operationalizing.Business_Model_Evolution,Advanced_Air_Mobility.Advanced_Air_Mobility,0.2465753424657534
Operationalizing.Business_Model_Evolution,Aircraft_Efficiency_and_Fleet_Optimization.Aircraft_Efficiency_and_Fleet_Optimization,0.23431734317343172
Operationalizing.Business_Model_Evolution,Electrification_of_Aviation.Electrification_of_Aviation,0.23177842565597667
Operationalizing.Business_Model_Evolution,Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,0.22613065326633167
Operationalizing.Business_Model_Evolution,Innovating.Aircraft_and_Component_Manufacturing,0.22522522522522523
Operationalizing.Business_Model_Evolution,Innovating.Infrastructure_Readiness,0.26498422712933756
Operationalizing.Business_Model_Evolution,Innovating.Safety_and_Reliability,0.18729096989966554
Operationalizing.Business_Model_Evolution,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.2004950495049505
Operationalizing.Business_Model_Evolution,Operationalizing.Airline_Operations_and_Fleet_Management,0.13358778625954199
Operationalizing.Business_Model_Evolution,Operationalizing.Economic_Viability,0.30140845070422534
Operationalizing.Business_Model_Evolution,Operationalizing.Fuel_Efficiency_and_Optimization,0.20657276995305165
Operationalizing.Business_Model_Evolution,Prognosticating.Equity_and_Inclusivity,0.2920353982300885
Operationalizing.Business_Model_Evolution,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.28493150684931506
Operationalizing.Business_Model_Evolution,Prognosticating.Incentives_and_Penalties,0.23154362416107382
Operationalizing.Business_Model_Evolution,Prognosticating.Policies_Regulations_and_Standards,0.275
Operationalizing.Business_Model_Evolution,Sustainable_Aviation_Fuels.Sustainable_Aviation_Fuels,0.26178861788617885
Operationalizing.Business_Model_Evolution,Synchronizing.Consumer_Trust_and_Engagement,0.34726688102893893
Operationalizing.Business_Model_Evolution,Synchronizing.Cost_Implications_and_Market_Demand,0.26548672566371684
Operationalizing.Business_Model_Evolution,Synchronizing.Investment_Funding_for_Innovation,0.3218390804597701
Operationalizing.Business_Model_Evolution,Synchronizing.Safety_and_Reliability_Perception,0.18099547511312217
Operationalizing.Economic_Viability,Advanced_Air_Mobility.Advanced_Air_Mobility,0.4119601328903654
Operationalizing.Economic_Viability,Aircraft_Efficiency_and_Fleet_Optimization.Aircraft_Efficiency_and_Fleet_Optimization,0.3685121107266436
Operationalizing.Economic_Viability,Electrification_of_Aviation.Electrification_of_Aviation,0.40756914119359533
Operationalizing.Economic_Viability,Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,0.3841166936790924
Operationalizing.Economic_Viability,Innovating.Aircraft_and_Component_Manufacturing,0.3760330578512397
Operationalizing.Economic_Viability,Innovating.Infrastructure_Readiness,0.3075
Operationalizing.Economic_Viability,Innovating.Safety_and_Reliability,0.21683673469387754
Operationalizing.Economic_Viability,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.2942430703624733
Operationalizing.Economic_Viability,Operationalizing.Airline_Operations_and_Fleet_Management,0.20057306590257878
Operationalizing.Economic_Viability,Operationalizing.Business_Model_Evolution,0.30140845070422534
Operationalizing.Economic_Viability,Operationalizing.Fuel_Efficiency_and_Optimization,0.3305439330543933
Operationalizing.Economic_Viability,Prognosticating.Equity_and_Inclusivity,0.3526570048309179
Operationalizing.Economic_Viability,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.40380047505938244
Operationalizing.Economic_Viability,Prognosticating.Incentives_and_Penalties,0.3659217877094972
Operationalizing.Economic_Viability,Prognosticating.Policies_Regulations_and_Standards,0.4107142857142857
Operationalizing.Economic_Viability,Sustainable_Aviation_Fuels.Sustainable_Aviation_Fuels,0.4253968253968254
Operationalizing.Economic_Viability,Synchronizing.Consumer_Trust_and_Engagement,0.3871794871794872
Operationalizing.Economic_Viability,Synchronizing.Cost_Implications_and_Market_Demand,0.38095238095238093
Operationalizing.Economic_Viability,Synchronizing.Investment_Funding_for_Innovation,0.30446927374301674
Operationalizing.Economic_Viability,Synchronizing.Safety_and_Reliability_Perception,0.1606060606060606
Operationalizing.Fuel_Efficiency_and_Optimization,Advanced_Air_Mobility.Advanced_Air_Mobility,0.46905537459283386
Operationalizing.Fuel_Efficiency_and_Optimization,Aircraft_Efficiency_and_Fleet_Optimization.Aircraft_Efficiency_and_Fleet_Optimization,0.5439560439560439
Operationalizing.Fuel_Efficiency_and_Optimization,Electrification_of_Aviation.Electrification_of_Aviation,0.48326055312954874
Operationalizing.Fuel_Efficiency_and_Optimization,Hydrogen_Powered_Aviation.Hydrogen_Powered_Aviation,0.4683954619124797
Operationalizing.Fuel_Efficiency_and_Optimization,Innovating.Aircraft_and_Component_Manufacturing,0.4623217922606925
Operationalizing.Fuel_Efficiency_and_Optimization,Innovating.Infrastructure_Readiness,0.2777777777777778
Operationalizing.Fuel_Efficiency_and_Optimization,Innovating.Safety_and_Reliability,0.24178403755868544
Operationalizing.Fuel_Efficiency_and_Optimization,Innovating.Sustainable_Aviation_Fuels_and_Propulsion,0.3700623700623701
Operationalizing.Fuel_Efficiency_and_Optimization,Operationalizing.Airline_Operations_and_Fleet_Management,0.18045112781954886
Operationalizing.Fuel_Efficiency_and_Optimization,Operationalizing.Business_Model_Evolution,0.20657276995305165
Operationalizing.Fuel_Efficiency_and_Optimization,Operationalizing.Economic_Viability,0.3305439330543933
Operationalizing.Fuel_Efficiency_and_Optimization,Prognosticating.Equity_and_Inclusivity,0.27234927234927236
Operationalizing.Fuel_Efficiency_and_Optimization,Prognosticating.Global_Coordination_of_Standards_and_Practices,0.3622881355932203
Operationalizing.Fuel_Efficiency_and_Optimization,Prognosticating.Incentives_and_Penalties,0.26401869158878505
Operationalizing.Fuel_Efficiency_and_Optimization,Prognosticating.Policies_Regulations_and_Standards,0.3987730061349693
Operationalizing.Fuel_Efficiency_and_Optimization,Sustainable_Aviation_Fuels.Sustainable_Aviation_Fuels,0.44157814871016693
Operationalizing.Fuel_Efficiency_and_Optimization,Synchronizing.Consumer_Trust_and_Engagement,0.2891304347826087
Operationalizing.Fuel_Efficiency_and_Optimization,Synchronizing.Cost_Implications_and_Market_Demand,0.3223684210526316
Operationalizing.Fuel_Efficiency_and_Optimization,Synchronizing.Investment_Funding_for_Innovation,0.2097902097902098
Operationalizing.Fuel_Efficiency_and_Optimization,Synchronizing.Safety_and_Reliability_Perception,0.12403100775193798
Prognosticating.Equity_and_Inclusivity,Advanced_Air_Mobility.Advanced_Air_Mobility,0.3474714518760196
